Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2005);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
171;17613;Physics and Chemistry of Minerals;journal;14322021, 03421791;0.956;Q1;74;80;221;2794;364;221;1.44;34.93;Germany;Western Europe;Springer Verlag;1977-2021;"Materials Science (miscellaneous) (Q1); Geochemistry and Petrology (Q2)"
172;32694;Tappi Journal;trade journal;07341415;0.956;Q1;47;79;224;1046;157;195;0.68;13.24;United States;Northern America;TAPPI Press;1977-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Media Technology (Q1)"
173;18375;Synthetic Metals;journal;03796779;0.953;Q1;147;650;1875;12217;2945;1864;1.41;18.8;Netherlands;Western Europe;Elsevier BV;1979-2021;"Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2)"
174;26696;Microelectronic Engineering;journal;01679317;0.952;Q1;104;446;1218;6238;1977;1211;1.6;13.99;Netherlands;Western Europe;Elsevier;1983-2021;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Nanoscience and Nanotechnology (Q2)"
175;20987;Journal of Thermal Stresses;journal;01495739, 1521074X;0.95;Q1;62;55;196;1301;174;196;0.86;23.65;United Kingdom;Western Europe;Taylor and Francis Ltd.;1978-2021;"Materials Science (miscellaneous) (Q1); Condensed Matter Physics (Q2)"
176;24621;Journal of Molecular Graphics and Modelling;journal;10933263, 18734243;0.949;Q1;76;48;149;1789;480;148;2.59;37.27;United States;Northern America;Elsevier Inc.;1997-2021;"Computer Graphics and Computer-Aided Design (Q1); Materials Chemistry (Q1); Physical and Theoretical Chemistry (Q2); Spectroscopy (Q2)"
177;25938;Macromolecular Materials and Engineering;journal;14387492, 14392054;0.948;Q1;104;127;322;3505;606;317;1.7;27.6;Germany;Western Europe;Wiley-VCH Verlag;1989, 2000-2021;"Chemical Engineering (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Organic Chemistry (Q2)"
178;12148;ISIJ International;journal;09151559;0.94;Q1;118;269;843;5485;914;831;1.04;20.39;Japan;Asiatic Region;Iron and Steel Institute of Japan;1986, 1989-2021;"Materials Chemistry (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1)"
179;13261;Progress in Organic Coatings;journal;00330655, 03009440;0.939;Q1;115;137;335;3147;590;332;1.68;22.97;Netherlands;Western Europe;Elsevier;1972-2021;"Chemical Engineering (miscellaneous) (Q1); Materials Chemistry (Q1); Surfaces, Coatings and Films (Q1); Organic Chemistry (Q2)"
180;14464;Polymer Testing;journal;01429418;0.937;Q1;107;156;395;2699;619;375;1.57;17.3;United Kingdom;Western Europe;Elsevier Ltd.;1980-2021;"Polymers and Plastics (Q1); Organic Chemistry (Q2)"
181;19700189500;Journal of Optics (United Kingdom);journal;20408986, 20408978;0.935;Q2;95;187;581;4173;928;567;1.61;22.32;United Kingdom;Western Europe;Institute of Physics Publishing;2010-2021;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q2)"
182;27206;Solid-State Electronics;journal;00381101;0.935;Q1;98;305;1035;5585;1523;1030;1.62;18.31;United Kingdom;Western Europe;Elsevier Ltd.;1960-2021;"Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
183;21222;MRS Internet Journal of Nitride Semiconductor Research;journal;10925783;0.931;Q1;24;5;23;115;18;23;0.64;23;United States;Northern America;Materials Research Society;1996-2005;Materials Science (miscellaneous) (Q1)
184;18380;Tribology Letters;journal;15732711, 10238883;0.924;Q1;97;128;308;3366;548;304;1.67;26.3;United States;Northern America;Springer New York;1995-2021;"Mechanical Engineering (Q1); Mechanics of Materials (Q1); Surfaces, Coatings and Films (Q1); Surfaces and Interfaces (Q2)"
185;26949;Journal of Chemical Thermodynamics;journal;10963626, 00219614;0.923;Q1;94;151;427;3646;598;424;1.42;24.15;United States;Northern America;Academic Press Inc.;1969-2022;"Atomic and Molecular Physics, and Optics (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q2)"
186;25204;Advances in Cement Research;journal;09517197, 17517605;0.922;Q1;46;18;62;421;34;62;0.5;23.39;United Kingdom;Western Europe;ICE Publishing;1987-1990, 1993-2021;"Building and Construction (Q1); Materials Science (miscellaneous) (Q1)"
187;24061;Journal of Raman Spectroscopy;journal;03770486, 10974555;0.922;Q1;117;149;447;5040;960;434;1.98;33.83;United Kingdom;Western Europe;John Wiley and Sons Ltd;1973-2021;"Materials Science (miscellaneous) (Q1); Spectroscopy (Q2)"
188;13790;Precision Engineering;journal;01416359;0.915;Q2;90;57;149;975;237;147;1.51;17.11;United States;Northern America;Elsevier Inc.;1979-2022;"Engineering (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2)"
189;17852;NDT and E International;journal;09638695;0.913;Q1;98;93;213;1430;320;210;1.36;15.38;United Kingdom;Western Europe;Elsevier Ltd.;1990-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Condensed Matter Physics (Q2)"
190;13660;Sensors and Actuators A: Physical;journal;09244247;0.909;Q1;160;470;1125;7917;2520;1120;1.95;16.84;Netherlands;Western Europe;Elsevier;1989-2021;"Electrical and Electronic Engineering (Q1); Instrumentation (Q1); Metals and Alloys (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
191;34774;Metallurgical and Materials Transactions B: Process Metallurgy and Materials Processing Science;journal;10735615, 15431916;0.903;Q1;96;92;302;2183;387;295;1.25;23.73;United States;Northern America;ASM International;1974-1981, 1983, 1987, 1994-2021;"Materials Chemistry (Q1); Mechanics of Materials (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2)"
192;26049;IEEE Transactions on Device and Materials Reliability;journal;15304388;0.9;Q2;72;89;135;2146;244;129;1.91;24.11;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;2001-2021;"Electrical and Electronic Engineering (Q1); Safety, Risk, Reliability and Quality (Q1); Electronic, Optical and Magnetic Materials (Q2)"
193;13886;Advanced Engineering Materials;journal;14381656, 15272648;0.897;Q1;121;178;473;4496;644;451;1.4;25.26;Germany;Western Europe;Wiley-VCH Verlag;1999-2021;"Materials Science (miscellaneous) (Q1); Condensed Matter Physics (Q2)"
194;22116;Tribology International;journal;0301679X;0.894;Q1;129;122;331;2543;514;326;1.5;20.84;United Kingdom;Western Europe;Elsevier Ltd.;1972, 1974-2022;"Mechanical Engineering (Q1); Mechanics of Materials (Q1); Surfaces, Coatings and Films (Q1); Surfaces and Interfaces (Q2)"
195;23811;Cement and Concrete Composites;journal;09589465;0.89;Q1;174;117;312;2200;278;293;0.72;18.8;United Kingdom;Western Europe;Elsevier Ltd.;1989-2021;"Building and Construction (Q1); Materials Science (miscellaneous) (Q1)"
196;18642;Journal of Computer-Aided Materials Design;journal;15734900, 09281045;0.889;Q1;36;18;24;458;40;24;1;25.44;Netherlands;Western Europe;ESCOM Science Publishers;1993-2007;"Computer Science Applications (Q1); Materials Science (miscellaneous) (Q1); Computational Theory and Mathematics (Q2)"
197;23833;Cement and Concrete Research;journal;00088846;0.875;Q1;239;300;804;5592;995;771;1.06;18.64;United Kingdom;Western Europe;Elsevier Ltd.;1971-2021;"Building and Construction (Q1); Materials Science (miscellaneous) (Q1)"
198;24667;Journal of Wood Chemistry and Technology;journal;15322319, 02773813;0.873;Q1;47;19;64;473;101;64;1.43;24.89;United States;Northern America;Taylor and Francis Ltd.;1981-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
199;14240;Reactive and Functional Polymers;journal;13815148;0.872;Q1;104;106;288;3016;565;284;1.72;28.45;Netherlands;Western Europe;Elsevier;1995-2021;"Chemical Engineering (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Biochemistry (Q2); Environmental Chemistry (Q2)"
200;13695;Polymer Engineering and Science;journal;15482634, 00323888;0.868;Q1;115;179;608;4893;981;605;1.41;27.34;United States;Northern America;"John Wiley &amp; Sons Inc.";1961-2021;"Chemistry (miscellaneous) (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1)"
201;12318;Optical Materials;journal;09253467;0.86;Q2;109;216;748;4015;1305;743;1.7;18.59;Netherlands;Western Europe;Elsevier;1992-2021;"Atomic and Molecular Physics, and Optics (Q1); Computer Science (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q2)"
202;17882;Nuclear Engineering and Design;journal;00295493;0.846;Q1;108;189;573;3366;490;565;0.85;17.81;Netherlands;Western Europe;Elsevier BV;1965-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Nuclear Energy and Engineering (Q1); Safety, Risk, Reliability and Quality (Q1); Waste Management and Disposal (Q1); Nuclear and High Energy Physics (Q2)"
203;20453;International Journal of Pressure Vessels and Piping;journal;03080161;0.834;Q1;82;94;273;2692;339;269;1.11;28.64;Netherlands;Western Europe;Elsevier BV;1973-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
204;24705;Liquid Crystals;journal;02678292, 13665855;0.834;Q1;77;163;564;4455;837;564;1.56;27.33;United Kingdom;Western Europe;Taylor and Francis Ltd.;1986-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Condensed Matter Physics (Q2)"
205;17258;IEEE Electrical Insulation Magazine;journal;08837554;0.832;Q2;77;40;98;397;129;60;1.15;9.93;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1985-2021;"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q2)"
206;21113;International Journal of Nanotechnology;journal;14757435;0.83;Q1;35;30;24;1263;37;23;1.54;42.1;United Kingdom;Western Europe;Inderscience Enterprises Ltd.;2004-2021;"Electrical and Electronic Engineering (Q1); Materials Chemistry (Q1); Bioengineering (Q2); Condensed Matter Physics (Q2); Nanoscience and Nanotechnology (Q3)"
207;14127;Macromolecular Bioscience;journal;16165195, 16165187;0.825;Q1;109;128;252;4363;521;250;2.05;34.09;Germany;Western Europe;Wiley-VCH Verlag;2001-2021;"Materials Chemistry (Q1); Polymers and Plastics (Q1); Bioengineering (Q2); Biomaterials (Q2); Biotechnology (Q2)"
208;17812;Materials Science and Engineering B: Solid-State Materials for Advanced Technology;journal;09215107;0.825;Q1;124;531;1561;10401;2088;1553;1.39;19.59;United Kingdom;Western Europe;Elsevier Ltd.;1988-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Mechanics of Materials (Q2)"
209;21152;Journal of Elasticity;journal;15732681, 03743535;0.824;Q1;61;31;143;633;131;143;0.79;20.42;Netherlands;Western Europe;Springer Netherlands;1971-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q2)"
210;29119;Physica C: Superconductivity and its Applications;journal;09214534;0.822;Q2;84;536;3633;8835;3679;3622;0.99;16.48;Netherlands;Western Europe;Elsevier;1988-2021;"Electrical and Electronic Engineering (Q1); Energy Engineering and Power Technology (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
211;25801;Carbohydrate Polymers;journal;18791344, 01448617;0.819;Q1;228;227;607;6497;1268;603;1.8;28.62;United Kingdom;Western Europe;Elsevier Ltd.;1981-2022;"Materials Chemistry (Q1); Polymers and Plastics (Q1); Organic Chemistry (Q2)"
212;61501;Interface Science;journal;09277056;0.818;Q1;43;0;119;0;177;111;1.48;0;Netherlands;Western Europe;Kluwer Academic Publishers;1993-2004;"Materials Science (miscellaneous) (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
213;25917;Journal of Polymers and the Environment;journal;15728900, 15662543;0.815;Q1;80;41;76;1317;152;76;1.46;32.12;United States;Northern America;Springer New York;2000-2021;"Environmental Engineering (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1)"
214;28545;Journal of Nanoparticle Research;journal;13880764, 1572896X;0.813;Q1;128;61;193;2101;418;191;2.02;34.44;Netherlands;Western Europe;Springer Netherlands;1999-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Atomic and Molecular Physics, and Optics (Q2); Bioengineering (Q2); Condensed Matter Physics (Q2); Modeling and Simulation (Q2); Nanoscience and Nanotechnology (Q3)"
215;14456;Polymer International;journal;10970126, 09598103;0.813;Q1;110;236;776;6483;1170;776;1.44;27.47;United Kingdom;Western Europe;John Wiley and Sons Ltd;1991-2021;Polymers and Plastics (Q1)
216;25303;Polyhedron;journal;02775387;0.808;Q1;102;409;1198;14028;2338;1194;2.05;34.3;United Kingdom;Western Europe;Elsevier Ltd.;1982-2021;"Materials Chemistry (Q1); Inorganic Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
217;17813;Materials Science and Engineering C;journal;09284931, 18730191;0.806;Q1;145;134;605;3221;1209;605;1.85;24.04;Netherlands;Western Europe;Elsevier BV;1993-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Mechanics of Materials (Q2)"
218;14498;Mechanics of Time-Dependent Materials;journal;13852000, 15732738;0.804;Q1;46;15;49;352;68;48;1.29;23.47;Netherlands;Western Europe;Springer Netherlands;1997-2021;"Aerospace Engineering (Q1); Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1)"
219;12157;Journal of Electron Spectroscopy and Related Phenomena;journal;03682048;0.801;Q2;93;386;483;7284;605;476;1.2;18.87;Netherlands;Western Europe;Elsevier;1972-2021;"Radiation (Q1); Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Physical and Theoretical Chemistry (Q2); Spectroscopy (Q2)"
220;25194;Journal of Applied Electrochemistry;journal;15728838, 0021891X;0.8;Q1;116;163;495;4453;686;494;1.4;27.32;Netherlands;Western Europe;Springer Netherlands;1971-2021;"Chemical Engineering (miscellaneous) (Q1); Materials Chemistry (Q1); Electrochemistry (Q2)"
221;17800;Materials Chemistry and Physics;journal;02540584;0.799;Q1;162;503;1358;11604;2107;1356;1.57;23.07;Netherlands;Western Europe;Elsevier BV;1982-2022;"Materials Science (miscellaneous) (Q1); Condensed Matter Physics (Q2)"
222;17341;IEEE Transactions on Components and Packaging Technologies;journal;15213331;0.797;Q2;78;114;288;2028;571;275;1.78;17.79;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1999-2010;"Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q2)"
223;25270;Inorganica Chimica Acta;journal;18733255, 00201693;0.797;Q1;102;560;1743;20350;3218;1739;1.75;36.34;Netherlands;Western Europe;Elsevier BV;1967-2021;"Materials Chemistry (Q1); Inorganic Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
224;5800179580;Physica Status Solidi (A) Applications and Materials Science;journal;18626300, 18626319;0.795;Q1;109;486;1685;8659;1836;1665;1.21;17.82;Germany;Western Europe;Wiley-VCH Verlag;1983, 1987, 2005-2021;"Electrical and Electronic Engineering (Q1); Surfaces, Coatings and Films (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Surfaces and Interfaces (Q2)"
225;20593;Engineering Failure Analysis;journal;13506307;0.794;Q1;82;84;205;942;132;205;0.49;11.21;Netherlands;Western Europe;Elsevier BV;1994-2021;"Aerospace Engineering (Q1); Automotive Engineering (Q1); Engineering (miscellaneous) (Q1); Industrial and Manufacturing Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Safety, Risk, Reliability and Quality (Q1); Mechanics of Materials (Q2)"
226;15759;Journal of Aerosol Science;journal;18791964, 00218502;0.792;Q1;115;92;589;2570;758;586;1.07;27.93;United Kingdom;Western Europe;Elsevier Ltd.;1970-2022;"Materials Science (miscellaneous) (Q1); Environmental Chemistry (Q2); Pollution (Q2)"
227;28697;Materials Letters;journal;0167577X;0.781;Q1;155;873;2188;15589;3227;2183;1.39;17.86;Netherlands;Western Europe;Elsevier;1982-2022;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Mechanics of Materials (Q2)"
228;25326;Solid State Sciences;journal;12932558;0.781;Q1;93;188;572;5234;1026;566;1.81;27.84;France;Western Europe;Elsevier Masson s.r.l.;1999-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Condensed Matter Physics (Q2)"
229;17918;Science and Technology of Advanced Materials;journal;14686996;0.78;Q1;102;161;247;3160;332;240;1.26;19.63;United Kingdom;Western Europe;Taylor and Francis Ltd.;2000-2021;Materials Science (miscellaneous) (Q1)
230;24070;Magnetic Resonance in Chemistry;journal;07491581, 1097458X;0.779;Q1;76;213;514;5699;852;499;1.55;26.76;United Kingdom;Western Europe;John Wiley and Sons Ltd;1985-2021;"Materials Science (miscellaneous) (Q1); Chemistry (miscellaneous) (Q2)"
231;21100443320;Johnson Matthey Technology Review;journal;20565135;0.778;Q1;53;28;114;579;140;90;0.73;20.68;United Kingdom;Western Europe;Johnson Matthey Public Limited Company;2014-2021;"Metals and Alloys (Q1); Process Chemistry and Technology (Q1); Electrochemistry (Q2)"
232;13554;Journal of Applied Polymer Science;journal;00218995, 10974628;0.778;Q1;175;1142;4846;26374;6388;4844;1.22;23.09;United States;Northern America;"John Wiley &amp; Sons Inc.";1959-2022;"Polymers and Plastics (Q1); Surfaces, Coatings and Films (Q1); Chemistry (miscellaneous) (Q2); Materials Chemistry (Q2)"
233;24678;Crystallography Reviews;journal;0889311X;0.77;Q1;29;16;30;1037;49;29;1.74;64.81;United Kingdom;Western Europe;Taylor and Francis Ltd.;1987-1996, 1998-2000, 2002-2021;"Materials Science (miscellaneous) (Q1); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Biochemistry (Q3); Structural Biology (Q3)"
234;12219;International Journal of Refractory Metals and Hard Materials;journal;09580611, 22133917, 02634368;0.769;Q1;89;43;109;887;119;104;0.97;20.63;Netherlands;Western Europe;Elsevier BV;1982-2021;"Ceramics and Composites (Q1); Mechanical Engineering (Q1); Metals and Alloys (Q1); Materials Chemistry (Q2); Mechanics of Materials (Q2)"
235;26972;Journal of Solid State Chemistry;journal;1095726X, 00224596;0.768;Q1;148;482;1493;14992;2892;1487;1.9;31.1;United States;Northern America;Academic Press Inc.;1969-2021;"Ceramics and Composites (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Inorganic Chemistry (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
236;17139;Materials and Structures/Materiaux et Constructions;journal;13595997, 18716873;0.766;Q1;112;112;270;2093;180;260;0.69;18.69;Netherlands;Western Europe;Springer Netherlands;1985-2021;"Building and Construction (Q1); Civil and Structural Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q2)"
237;28564;Journal of Physics and Chemistry of Solids;journal;00223697;0.761;Q1;112;433;1055;8581;1375;1052;1.47;19.82;United Kingdom;Western Europe;Elsevier Ltd.;1956-2022;"Materials Science (miscellaneous) (Q1); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2)"
238;17829;Mechanics Research Communications;journal;00936413;0.759;Q1;71;69;219;1014;209;216;0.77;14.7;United Kingdom;Western Europe;Elsevier Ltd.;1974-2021;"Civil and Structural Engineering (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Mechanics of Materials (Q2)"
239;20972;Journal of Materials Processing Technology;journal;09240136, 18734774;0.758;Q1;201;773;2601;11868;2503;2598;0.86;15.35;Netherlands;Western Europe;Elsevier BV;1990-2022;"Ceramics and Composites (Q1); Computer Science Applications (Q1); Industrial and Manufacturing Engineering (Q1); Metals and Alloys (Q1); Modeling and Simulation (Q2)"
240;25267;Inorganic Chemistry Communication;journal;13877003;0.754;Q2;75;297;978;7434;1880;977;1.95;25.03;Netherlands;Western Europe;Elsevier BV;1998-2021;"Inorganic Chemistry (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
241;130075;Plasma Processes and Polymers;journal;16128869, 16128850;0.753;Q1;79;75;13;2227;39;13;3;29.69;Germany;Western Europe;Wiley-VCH Verlag;2004-2021;"Polymers and Plastics (Q1); Condensed Matter Physics (Q2)"
242;20623;Fire and Materials;journal;03080501, 10991018;0.752;Q1;61;30;86;535;109;85;1.15;17.83;United Kingdom;Western Europe;John Wiley and Sons Ltd;1976, 1978-1989, 1991-2021;"Ceramics and Composites (Q1); Metals and Alloys (Q1); Polymers and Plastics (Q1); Chemistry (miscellaneous) (Q2); Electronic, Optical and Magnetic Materials (Q2)"
243;21154;Journal of Electroceramics;journal;15738663, 13853449;0.746;Q1;75;62;248;1370;272;245;1;22.1;Netherlands;Western Europe;Springer Netherlands;1997-2021;"Ceramics and Composites (Q1); Electrical and Electronic Engineering (Q1); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2); Mechanics of Materials (Q2)"
244;12313;Optical and Quantum Electronics;journal;03068919, 1572817X;0.746;Q2;62;109;300;2042;336;298;0.93;18.73;United States;Northern America;Springer New York;1969-2021;"Electrical and Electronic Engineering (Q1); Atomic and Molecular Physics, and Optics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
245;29140;Physica Status Solidi (B): Basic Research;journal;15213951, 03701972;0.746;Q2;111;422;1762;10512;1767;1757;0.9;24.91;Germany;Western Europe;Wiley-VCH Verlag;1961-2021;"Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
246;18143;Rubber Chemistry and Technology;journal;00359475;0.744;Q1;67;55;201;1715;245;201;1.07;31.18;United States;Northern America;Rubber Division of the American Chemical Society;1970-1994, 1996-2021;"Polymers and Plastics (Q1); Materials Chemistry (Q2)"
247;17797;Materials and Design;journal;02641275, 18734197;0.739;Q1;187;95;261;1531;291;261;0.98;16.12;Netherlands;Western Europe;Elsevier BV;1980-2021;"Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q2)"
248;21188;Journal of Sol-Gel Science and Technology;journal;15734846, 09280707;0.737;Q1;94;140;572;3137;780;570;1.34;22.41;Netherlands;Western Europe;Springer Netherlands;1993-2021;"Ceramics and Composites (Q1); Biomaterials (Q2); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Materials Chemistry (Q2)"
249;144872;Technical Digest - IEEE Compound Semiconductor Integrated Circuit Symposium, CSIC;conference and proceedings;15508781;0.737;-;32;74;75;717;84;74;1.12;9.69;United States;Northern America;;;"Condensed Matter Physics; Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials"
250;21140;Journal of Composite Materials;journal;00219983, 1530793X;0.732;Q1;97;115;386;2811;404;384;0.95;24.44;United Kingdom;Western Europe;SAGE Publications Ltd;1967-2021;"Ceramics and Composites (Q1); Mechanical Engineering (Q1); Materials Chemistry (Q2); Mechanics of Materials (Q2)"
251;29121;Physica E: Low-Dimensional Systems and Nanostructures;journal;13869477;0.732;Q2;99;433;1913;9076;1869;1902;1.02;20.96;Netherlands;Western Europe;Elsevier;1974, 1997-2022;"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2); Nanoscience and Nanotechnology (Q3)"
252;24801;Molecular Simulation;journal;08927022, 10290435;0.73;Q1;59;131;257;3764;367;254;1.43;28.73;United Kingdom;Western Europe;Taylor and Francis Ltd.;1987-2021;"Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Chemistry (miscellaneous) (Q2); Condensed Matter Physics (Q2); Information Systems (Q2); Modeling and Simulation (Q2)"
253;25828;Colloid and Polymer Science;journal;0303402X, 14351536;0.722;Q1;89;174;580;5123;797;575;1.34;29.44;Germany;Western Europe;Springer Verlag;1974-2021;"Polymers and Plastics (Q1); Colloid and Surface Chemistry (Q2); Materials Chemistry (Q2); Physical and Theoretical Chemistry (Q2)"
254;28704;Modelling and Simulation in Materials Science and Engineering;journal;09650393, 1361651X;0.719;Q2;84;102;241;3816;391;239;1.61;37.41;United Kingdom;Western Europe;IOP Publishing Ltd.;1992-2021;"Computer Science Applications (Q1); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Mechanics of Materials (Q2); Modeling and Simulation (Q2)"
255;16088;Journal of Nanobiotechnology;journal;14773155;0.718;Q3;84;9;18;202;47;18;2.61;22.44;United Kingdom;Western Europe;BioMed Central Ltd.;2003-2021;"Medicine (miscellaneous) (Q1); Pharmaceutical Science (Q1); Applied Microbiology and Biotechnology (Q2); Bioengineering (Q2); Biomedical Engineering (Q2); Molecular Medicine (Q3); Nanoscience and Nanotechnology (Q3)"
256;13763;Journal of Low Temperature Physics;journal;15737357, 00222291;0.716;Q2;65;265;703;4908;574;701;0.78;18.52;United States;Northern America;Springer New York;1969-2021;"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2)"
257;26779;Artificial Organs;journal;15251594, 0160564X;0.715;Q2;79;157;544;2937;1015;488;2.07;18.71;United Kingdom;Western Europe;Wiley-Blackwell Publishing Ltd;1977-2021;"Medicine (miscellaneous) (Q1); Bioengineering (Q2); Biomaterials (Q2); Biomedical Engineering (Q2)"
258;17798;Materials at High Temperatures;journal;09603409;0.715;Q1;40;69;126;1410;137;124;1.31;20.43;United Kingdom;Western Europe;Maney Publishing;1991-2021;"Ceramics and Composites (Q1); Mechanical Engineering (Q1); Metals and Alloys (Q1); Condensed Matter Physics (Q2); Materials Chemistry (Q2); Mechanics of Materials (Q2)"
259;27289;Materials Characterization;journal;10445803;0.711;Q2;104;106;273;1669;353;268;0.86;15.75;United States;Northern America;Elsevier Inc.;1970, 1990-2021;"Mechanical Engineering (Q1); Condensed Matter Physics (Q2); Materials Science (miscellaneous) (Q2); Mechanics of Materials (Q2)"
260;80086;Conference on Optical Fiber Communication, Technical Digest Series;conference and proceedings;-;0.706;-;50;468;1808;3318;2178;1804;1.16;7.09;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1994, 1996-2005, 2009, 2014-2015;"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials"
261;28526;Journal of Magnetism and Magnetic Materials;journal;03048853;0.699;Q2;179;1167;4692;15990;4391;4679;0.84;13.7;Netherlands;Western Europe;Elsevier;1975-2022;"Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
262;12121;Infrared Physics and Technology;journal;13504495;0.693;Q2;71;61;196;1027;252;193;1.28;16.84;Netherlands;Western Europe;Elsevier;1994-2021;"Atomic and Molecular Physics, and Optics (Q2); Condensed Matter Physics (Q2); Electronic, Optical and Magnetic Materials (Q2)"
263;28983;Applied Surface Science;journal;01694332;0.689;Q1;204;1173;3263;22745;4770;3253;1.34;19.39;Netherlands;Western Europe;Elsevier;1984-2022;Surfaces, Coatings and Films (Q1)
