Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Region;Publisher;Coverage;Categories
58;21100197181;NPG Asia Materials;journal;18844057, 18844049;2.587;Q1;88;78;268;4531;2880;268;9.57;58.09;United States;Northern America;Nature Publishing Group;2009-2021;"Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Modeling and Simulation (Q1)"
59;68673;IEEE Symposium on VLSI Circuits, Digest of Technical Papers;conference and proceedings;-;2.537;-;63;130;352;840;839;348;2.26;6.46;United States;Northern America;Institute of Electrical and Electronics Engineers Inc.;1994-2015, 2017-2021;"Electrical and Electronic Engineering; Electronic, Optical and Magnetic Materials"
60;15378;Current Opinion in Solid State and Materials Science;journal;13590286;2.511;Q1;118;33;81;3732;940;76;11.69;113.09;United Kingdom;Western Europe;Elsevier Ltd.;1996-1999, 2001-2021;Materials Science (miscellaneous) (Q1)
61;21101021575;Journal of Bioresources and Bioproducts;journal;23699698;2.466;Q1;20;32;61;2213;1026;59;16.82;69.16;Canada;Northern America;KeAi Communications Co.;2019-2021;"Biochemistry (Q1); Biomaterials (Q1); Forestry (Q1); Materials Chemistry (Q1); Organic Chemistry (Q1)"
62;21101039622;Engineered Science;journal;2576988X, 25769898;2.436;Q1;32;69;119;4249;1876;117;15.93;61.58;United States;Northern America;;2018-2021;"Applied Mathematics (Q1); Artificial Intelligence (Q1); Chemistry (miscellaneous) (Q1); Energy Engineering and Power Technology (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Physical and Theoretical Chemistry (Q1)"
63;21100255548;Advanced Optical Materials;journal;21951071;2.411;Q1;104;707;1661;47728;16087;1650;9.6;67.51;United States;Northern America;"John Wiley &amp; Sons Inc.";2013-2021;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
64;12349;International Journal of Engineering Science;journal;00207225;2.362;Q1;118;86;365;4799;2546;365;6.79;55.8;United Kingdom;Western Europe;Elsevier Ltd.;1963-2021;"Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
65;21101037113;Cell Reports Physical Science;journal;26663864;2.324;Q1;19;318;189;19510;1340;188;7.09;61.35;United States;Northern America;Cell Press;2020-2021;"Chemistry (miscellaneous) (Q1); Energy (miscellaneous) (Q1); Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
66;24085;Progress in Nuclear Magnetic Resonance Spectroscopy;journal;00796565, 18733301;2.307;Q1;109;17;58;3752;593;58;10.21;220.71;Netherlands;Western Europe;Elsevier;1965-1967, 1969-1973, 1975-1982, 1984-2021;"Analytical Chemistry (Q1); Biochemistry (Q1); Materials Science (miscellaneous) (Q1); Nuclear and High Energy Physics (Q1); Spectroscopy (Q1)"
67;21100901468;Materials Today Physics;journal;25425293;2.302;Q1;39;233;188;16146;1848;187;9.9;69.3;United Kingdom;Western Europe;Elsevier Ltd.;2017-2021;"Energy (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
68;21100854881;Bioactive Materials;journal;2452199X;2.281;Q1;43;352;187;28840;3331;187;16.44;81.93;Netherlands;Western Europe;KeAi Communications Co.;2016-2022;"Biomaterials (Q1); Biomedical Engineering (Q1); Biotechnology (Q1)"
69;21100368207;ACS Photonics;journal;23304022;2.273;Q1;99;478;1478;24983;11207;1468;7.15;52.27;United States;Northern America;American Chemical Society;2014-2021;"Atomic and Molecular Physics, and Optics (Q1); Biotechnology (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
70;21100773739;Materials Research Letters;journal;21663831;2.273;Q1;54;65;222;2539;1740;222;7.67;39.06;United Kingdom;Western Europe;Taylor and Francis Ltd.;2013-2021;Materials Science (miscellaneous) (Q1)
71;17500155020;Nano Research;journal;19980124, 19980000;2.264;Q1;136;705;1317;44396;12392;1311;10.01;62.97;China;Asiatic Region;Tsinghua University Press;2009-2021;"Atomic and Molecular Physics, and Optics (Q1); Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
72;21100833818;Biomaterials Research;journal;20557124;2.235;Q1;32;44;87;2691;1321;87;15.46;61.16;United Kingdom;Western Europe;BioMed Central Ltd.;2014-2021;"Biomaterials (Q1); Biomedical Engineering (Q1); Ceramics and Composites (Q1); Medicine (miscellaneous) (Q1)"
73;9500153997;Polymer Reviews;journal;15583724, 15583716;2.213;Q1;96;35;59;6130;878;59;14.92;175.14;United States;Northern America;Taylor and Francis Ltd.;2006-2021;"Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Materials Chemistry (Q1); Polymers and Plastics (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
74;29646;Progress in Surface Science;journal;00796816;2.201;Q1;82;8;19;1379;114;18;6.89;172.38;United Kingdom;Western Europe;Elsevier Ltd.;1971-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Surfaces and Interfaces (Q1); Surfaces, Coatings and Films (Q1)"
75;21101039661;Opto-Electronic Advances;journal;20964579;2.2;Q1;23;43;80;2685;725;80;8.92;62.44;China;Asiatic Region;Chinese Academy of Sciences;2018-2021;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Surfaces, Coatings and Films (Q1)"
76;19700171101;"ACS applied materials &amp; interfaces";journal;19448252, 19448244;2.143;Q1;255;6147;16305;328910;158584;16282;9.44;53.51;United States;Northern America;American Chemical Society;2009-2021;"Materials Science (miscellaneous) (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
77;21101048264;Nano Materials Science;journal;20966482, 25899651;2.133;Q1;15;65;65;5742;753;62;11.58;88.34;China;Asiatic Region;KeAi Communications Co.;2019-2021;"Chemical Engineering (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1); Mechanics of Materials (Q1)"
78;21100269013;Nanophotonics;journal;21928614, 21928606;2.124;Q1;72;305;731;21475;5787;714;7.29;70.41;Germany;Western Europe;Walter de Gruyter;2012-2021;"Atomic and Molecular Physics, and Optics (Q1); Biotechnology (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1)"
79;28635;Composites Part B: Engineering;journal;13598368;2.119;Q1;163;688;2946;42153;32542;2938;10.91;61.27;United Kingdom;Western Europe;Elsevier Ltd.;1996-2021;"Ceramics and Composites (Q1); Industrial and Manufacturing Engineering (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
80;15437;Biosensors and Bioelectronics;journal;18734235, 09565663;2.113;Q1;205;759;2470;43372;27765;2468;11.44;57.14;United Kingdom;Western Europe;Elsevier Ltd.;1990-2022;"Biomedical Engineering (Q1); Biophysics (Q1); Biotechnology (Q1); Electrochemistry (Q1); Medicine (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1)"
81;12000154478;ChemSusChem;journal;1864564X, 18645631;2.096;Q1;172;522;1722;39641;14537;1660;8.47;75.94;Germany;Western Europe;Wiley-VCH Verlag;2008-2021;"Chemical Engineering (miscellaneous) (Q1); Energy (miscellaneous) (Q1); Environmental Chemistry (Q1); Materials Science (miscellaneous) (Q1)"
82;21100977374;Solar RRL;journal;2367198X;2.078;Q1;50;508;777;34953;6284;771;8.13;68.81;Germany;Western Europe;Wiley-VCH Verlag;2017-2021;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Energy Engineering and Power Technology (Q1)"
83;21100862881;Quantum Science and Technology;journal;20589565;2.024;Q1;35;125;276;8266;1687;273;6.17;66.13;United States;Northern America;Institute of Physics Publishing;2016-2021;"Atomic and Molecular Physics, and Optics (Q1); Electrical and Electronic Engineering (Q1); Materials Science (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1)"
84;21101047375;Smart Materials in Medicine;journal;25901834;2.023;Q1;7;32;15;2578;169;14;11.27;80.56;China;Asiatic Region;KeAi Communications Co.;2020-2021;"Bioengineering (Q1); Biomaterials (Q1); Biomedical Engineering (Q1)"
85;21100225611;Advanced healthcare materials;journal;21922640, 21922659;2.015;Q1;105;592;1027;53996;11288;1002;10.26;91.21;United Kingdom;Western Europe;John Wiley and Sons Ltd;2012-2021;"Biomaterials (Q1); Biomedical Engineering (Q1); Pharmaceutical Science (Q1)"
86;19600166212;Journal of Physical Chemistry Letters;journal;19487185;2.009;Q1;220;1680;3736;81287;24499;3710;6.38;48.39;United States;Northern America;American Chemical Society;2010-2021;"Materials Science (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q1); Physical and Theoretical Chemistry (Q1)"
87;21100404576;2D Materials;journal;20531583;2.006;Q1;77;218;614;12902;4140;612;6.27;59.18;United Kingdom;Western Europe;IOP Publishing Ltd.;2014-2021;"Chemistry (miscellaneous) (Q1); Condensed Matter Physics (Q1); Materials Science (miscellaneous) (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1)"
88;25806;Carbon;journal;00086223;1.992;Q1;296;1057;3125;60920;31303;3079;10.2;57.63;United Kingdom;Western Europe;Elsevier Ltd.;1940, 1963-2021;"Chemistry (miscellaneous) (Q1); Materials Science (miscellaneous) (Q1)"
89;21100407174;Photonics Research;journal;23279125;1.984;Q1;64;313;680;14938;4910;677;7.23;47.73;United States;Northern America;OSA Publishing;2013-2021;"Atomic and Molecular Physics, and Optics (Q1); Electronic, Optical and Magnetic Materials (Q1)"
90;27540;Progress in Photovoltaics: Research and Applications;journal;10627995, 1099159X;1.981;Q1;137;135;324;5833;2365;301;8.05;43.21;United Kingdom;Western Europe;John Wiley and Sons Ltd;1993-2021;"Condensed Matter Physics (Q1); Electrical and Electronic Engineering (Q1); Electronic, Optical and Magnetic Materials (Q1); Renewable Energy, Sustainability and the Environment (Q1)"
