Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2013);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
60;110092;MMWR. Morbidity and mortality weekly report;journal;01492195, 1545861X;5.981;Q1;182;270;959;1883;7816;766;10.18;6,97;United States;US Department of Health and Human Services;1981-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1); Medicine (miscellaneous) (Q1)"
61;20151;Advances in Immunology;book series;00652776;5.8660000000000005;Q1;97;22;78;3402;604;74;7.00;154,64;United States;Elsevier Inc.;1961, 1963-1964, 1966-ongoing;"Immunology (Q1); Immunology and Allergy (Q1)"
62;28330;Gastroenterology;journal;15280012, 00165085;5.837999999999999;Q1;368;611;2037;13898;16232;1337;12.33;22,75;United Kingdom;W. B. Saunders Co., Ltd.;1945-ongoing;Gastroenterology (Q1)
63;17552;Acta Neuropathologica;journal;00016322, 14320533;5.814;Q1;146;151;434;8740;4226;374;10.47;57,88;Germany;Springer Verlag;1961-ongoing;"Cellular and Molecular Neuroscience (Q1); Neurology (clinical) (Q1); Pathology and Forensic Medicine (Q1)"
64;14179;Annals of Neurology;journal;15318249, 03645134;5.769;Q1;273;245;945;7327;7868;626;12.44;29,91;United States;John Wiley & Sons Inc.;1977-ongoing;"Neurology (Q1); Neurology (clinical) (Q1)"
65;144840;PLoS Medicine;journal;15491277, 15491676;5.746;Q1;197;220;617;9084;6207;573;10.20;41,29;United States;Public Library of Science;2004-ongoing;"Biochemistry (Q1); Biotechnology (Q1); Cell Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
66;26574;Annals of Internal Medicine;journal;15393704, 00034819;5.682;Q1;359;873;2105;11949;9536;896;10.51;13,69;United States;American College of Physicians;1945-ongoing;"Internal Medicine (Q1); Medicine (miscellaneous) (Q1)"
67;29183;Cancer Research;journal;00085472;5.676;Q1;411;706;2686;29429;25612;2445;10.09;41,68;United States;American Association for Cancer Research;1945-ongoing;"Cancer Research (Q1); Oncology (Q1)"
68;19370;Journal of the American Society of Nephrology : JASN;journal;15333450, 10466673;5.642;Q1;253;243;840;9574;7182;643;10.63;39,40;United States;American Society of Nephrology;1990-ongoing;"Medicine (miscellaneous) (Q1); Nephrology (Q1)"
69;28366;Gut;journal;14683288, 00175749;5.58;Q1;262;274;971;10042;8006;634;13.15;36,65;United Kingdom;BMJ Publishing Group;1960-ongoing;Gastroenterology (Q1)
70;18000;American Journal of Respiratory and Critical Care Medicine;journal;1073449X, 15354970;5.56;Q1;343;665;1763;18385;12308;985;12.18;27,65;United States;American Thoracic Society;1991, 1994-ongoing;"Critical Care and Intensive Care Medicine (Q1); Pulmonary and Respiratory Medicine (Q1)"
71;11300153408;JACC: Cardiovascular Interventions;journal;19368798;5.329;Q1;107;249;708;4257;3849;450;8.51;17,10;Netherlands;Elsevier BV;2008-ongoing;"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1)"
72;71056;MMWR. Surveillance summaries : Morbidity and mortality weekly report. Surveillance summaries / CDC;journal;15458636, 15460738;5.316;Q1;90;51;63;517;675;60;11.25;10,14;United States;Centers for Disease Control and Prevention (CDC);2002-ongoing;"Epidemiology (Q1); Health Information Management (Q1); Health (social science) (Q1); Health, Toxicology and Mutagenesis (Q1)"
73;26746;Trends in Endocrinology and Metabolism;journal;10432760;5.307;Q1;146;74;231;6406;2445;225;10.21;86,57;Netherlands;Elsevier BV;1989-ongoing;"Endocrinology (Q1); Endocrinology, Diabetes and Metabolism (Q1)"
74;28371;Hepatology;journal;02709139, 15273350;5.29;Q1;326;624;1918;17223;15474;1268;11.45;27,60;United States;John Wiley & Sons Inc.;1981-ongoing;"Hepatology (Q1); Medicine (miscellaneous) (Q1)"
75;18017;Neuropsychopharmacology;journal;0893133X;5.27;Q1;204;293;837;16092;7157;744;8.01;54,92;United Kingdom;Nature Publishing Group;1987-ongoing;"Pharmacology (Q1); Psychiatry and Mental Health (Q1)"
76;13140;Epidemiologic Reviews;journal;14786729, 0193936X;5.255;Q1;97;14;40;1307;447;40;8.26;93,36;United Kingdom;Oxford University Press;1979-ongoing;"Epidemiology (Q1); Medicine (miscellaneous) (Q1)"
77;20862;Trends in Microbiology;journal;0966842X;5.24;Q1;172;96;239;5721;2313;216;10.96;59,59;Netherlands;Elsevier BV;1993-ongoing;"Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1); Virology (Q1)"
78;19584;Annual Review of Public Health;journal;01637525, 15452093;5.191;Q1;130;25;81;2569;786;81;8.45;102,76;United States;Annual Reviews Inc.;1980-ongoing;"Medicine (miscellaneous) (Q1); Public Health, Environmental and Occupational Health (Q1)"
79;19136;Annals of the Rheumatic Diseases;journal;00034967, 14682060;5.166;Q1;212;420;1393;13438;10871;1083;9.66;32,00;United Kingdom;BMJ Publishing Group;1947-1948, 1950-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Immunology (Q1); Immunology and Allergy (Q1); Rheumatology (Q1)"
80;29263;Clinical Cancer Research;journal;10780432;5.093;Q1;292;746;2263;29487;20696;2068;9.68;39,53;United States;American Association for Cancer Research;1995-ongoing;"Cancer Research (Q1); Oncology (Q1)"
81;29993;Annual Review of Nutrition;book series;01999885, 15454312;5.09;Q1;142;19;58;2580;760;58;12.30;135,79;United States;Annual Reviews Inc.;1981-ongoing;"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1)"
82;19669;Current Opinion in Microbiology;journal;13695274;5.058;Q1;159;114;337;6118;2655;303;8.06;53,67;Netherlands;Elsevier BV;1998-ongoing;"Infectious Diseases (Q1); Microbiology (Q1); Microbiology (medical) (Q1)"
83;13037;Annual Review of Biomedical Engineering;journal;15239829, 15454274;5.05;Q1;120;19;56;2648;989;56;15.73;139,37;United States;Annual Reviews Inc.;1999-ongoing;"Biomedical Engineering (Q1); Medicine (miscellaneous) (Q1)"
84;22266;Human Molecular Genetics;journal;14602083, 09646906;5.048;Q1;255;463;1360;23943;10791;1331;7.62;51,71;United Kingdom;Oxford University Press;1992-ongoing;"Genetics (Q1); Genetics (clinical) (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
85;21100228546;JAMA Internal Medicine;journal;21686114, 21686106;4.984;Q1;313;748;1671;8927;8222;746;9.78;11,93;United States;American Medical Association;2013-ongoing;Internal Medicine (Q1)
86;19684;Criminology;journal;00111384;4.958;Q1;122;29;108;2237;542;103;4.64;77,14;United States;Wiley-Blackwell;1963-ongoing;"Law (Q1); Pathology and Forensic Medicine (Q1)"
87;21267;Journal of Allergy and Clinical Immunology;journal;10976825, 00916749;4.917;Q1;262;581;1726;18986;13065;1248;9.56;32,68;United States;Mosby Inc.;1962-1965, 1971-ongoing;"Immunology (Q1); Immunology and Allergy (Q1)"
88;12600154733;National health statistics reports;journal;21648344;4.914;Q1;64;10;43;212;419;43;7.35;21,20;United States;U.S. National Center for Health Statistics;2008-ongoing;Public Health, Environmental and Occupational Health (Q1)
89;15090;Progress in Retinal and Eye Research;journal;13509462;4.908;Q1;131;42;92;9457;1132;90;11.26;225,17;United Kingdom;Elsevier Ltd.;1990-1991, 1993-ongoing;"Ophthalmology (Q1); Sensory Systems (Q1)"
90;25487;Diabetes;journal;00121797;4.815;Q1;304;582;1285;20637;9941;1073;8.74;35,46;United States;American Diabetes Association;1952-ongoing;"Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
91;21100212318;Cancer Discovery;journal;21598274, 21598290;4.797;Q1;119;500;548;4935;2140;345;6.20;9,87;United States;American Association for Cancer Research Inc.;2011-ongoing;Oncology (Q1)
92;12854;Clinical Psychology Review;journal;02727358;4.772;Q1;181;93;253;9891;2842;249;8.80;106,35;United Kingdom;Elsevier Ltd.;1981-ongoing;"Clinical Psychology (Q1); Psychiatry and Mental Health (Q1)"
93;21817;Clinical Infectious Diseases;journal;15376591, 10584838;4.751;Q1;303;780;2218;18281;15358;1488;10.18;23,44;United Kingdom;Oxford University Press;1992-ongoing;"Infectious Diseases (Q1); Microbiology (medical) (Q1)"
94;20833;Health Affairs;journal;02782715;4.724;Q1;156;368;1271;7589;5000;893;5.10;20,62;United States;Project Hope;1973, 1981-ongoing;"Health Policy (Q1); Medicine (miscellaneous) (Q1)"
95;17600155130;NCHS data brief;journal;19414927, 19414935;4.712;Q1;58;28;85;0;796;85;10.12;0,00;United States;U.S. National Center for Health Statistics;2007-ongoing;Medicine (miscellaneous) (Q1)
96;25491;Diabetes Care;journal;01495992;4.67;Q1;328;860;1916;23736;16316;1534;10.19;27,60;United States;American Diabetes Association;1978-ongoing;"Advanced and Specialized Nursing (Q1); Endocrinology, Diabetes and Metabolism (Q1); Internal Medicine (Q1)"
97;6600153204;Brain Structure and Function;journal;18632653, 18632661;4.555;Q1;82;140;150;9636;1130;147;3.57;68,83;Germany;Springer Verlag;2007-ongoing;"Anatomy (Q1); Histology (Q1); Neuroscience (miscellaneous) (Q1)"
98;14351;Brain Research Reviews;journal;01650173;4.551;Q1;184;0;93;0;896;89;7.11;0,00;Netherlands;Elsevier BV;1979-2011;"Neurology (clinical) (Q1); Neuroscience (miscellaneous) (Q1)"
99;24877;Journal of Investigative Dermatology Symposium Proceedings;journal;15291774, 10870024;4.527;Q1;74;31;9;0;75;8;9.38;0,00;United Kingdom;Elsevier Inc.;1996-2011, 2013-ongoing;"Biotechnology (Q1); Cell Biology (Q1); Dermatology (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1)"
100;19700166401;Circulation. Cardiovascular quality and outcomes;journal;19417705, 19417713;4.502;Q1;75;116;340;3149;1788;286;5.02;27,15;United States;Lippincott Williams & Wilkins Ltd.;2008-ongoing;"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1)"
101;14639;Ophthalmology;journal;15494713, 01616420;4.493;Q1;217;573;1612;12042;7863;1015;7.71;21,02;Netherlands;Elsevier BV;1958, 1978-ongoing;Ophthalmology (Q1)
102;15623;Human Reproduction Update;journal;14602369, 13554786;4.458;Q1;158;60;162;5888;1560;136;10.78;98,13;United Kingdom;Oxford University Press;1995-ongoing;"Obstetrics and Gynecology (Q1); Reproductive Medicine (Q1)"
103;15991;Journal of Pathology;journal;10969896, 00223417;4.4239999999999995;Q1;168;178;535;10088;4158;502;7.90;56,67;United States;John Wiley & Sons Inc.;1969-ongoing;Pathology and Forensic Medicine (Q1)
104;26015;Leukemia;journal;08876924;4.388;Q1;176;402;994;12827;6609;647;9.50;31,91;United Kingdom;Nature Publishing Group;1987-ongoing;"Anesthesiology and Pain Medicine (Q1); Cancer Research (Q1); Hematology (Q1); Oncology (Q1)"
105;23188;European Journal of Heart Failure;journal;13889842;4.362;Q1;119;198;616;5112;3538;495;7.56;25,82;United States;Wiley-Blackwell;1999-ongoing;Cardiology and Cardiovascular Medicine (Q1)
106;19400157233;Circulation. Heart failure;journal;19413297, 19413289;4.353;Q1;88;183;386;5587;2152;299;6.38;30,53;United States;Lippincott Williams & Wilkins Ltd.;2008-ongoing;"Cardiology and Cardiovascular Medicine (Q1); Medicine (miscellaneous) (Q1)"
107;21359;Seminars in Immunology;journal;10445323, 10963618;4.352;Q1;114;58;168;6303;1018;149;7.52;108,67;United States;Elsevier Inc.;1989-ongoing;"Immunology (Q1); Immunology and Allergy (Q1)"
108;14272;Stem Cells;journal;10665099, 15494918;4.334;Q1;205;273;729;13509;6418;694;8.19;49,48;United States;Wiley-Blackwell;1981-1982, 1993-ongoing;"Cell Biology (Q1); Developmental Biology (Q1); Medicine (miscellaneous) (Q1); Molecular Medicine (Q1)"
109;19353;Schizophrenia Bulletin;journal;05867614;4.327;Q1;170;172;480;6900;3810;438;8.05;40,12;United Kingdom;Oxford University Press;1973-ongoing;Psychiatry and Mental Health (Q1)
110;21100235802;Cold Spring Harbor perspectives in medicine;journal;21571422;4.31;Q1;80;126;153;14092;1395;152;9.18;111,84;United States;Cold Spring Harbor Laboratory Press;2011-ongoing;"Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Medicine (miscellaneous) (Q1)"
111;21100310070;Biology of Mood and Anxiety Disorders;journal;20455380;4.289;Q1;13;2;1;181;16;1;16.00;90,50;United Kingdom;BioMed Central;2011, 2013-2015;"Biological Psychiatry (Q1); Psychiatry and Mental Health (Q1)"
112;20485;Annals of Surgery;journal;15281140, 00034932;4.285;Q1;284;478;1392;11487;7774;917;8.15;24,03;United States;Lippincott Williams & Wilkins Ltd.;1945-ongoing;Surgery (Q1)
