Rank;Sourceid;Title;Type;Issn;SJR;SJR Best Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Cites (3years);Citable Docs. (3years);Cites / Doc. (2years);Ref. / Doc.;Country;Publisher;Coverage;Categories
39;15653;Journal of Marriage and Family;journal;17413737, 00222445;2,080;Q1;143;85;242;5111;821;239;3,11;60,13;United Kingdom;Blackwell Publishing Inc.;1973-1978, 1980-1981, 1985, 1996-ongoing;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Social Sciences (miscellaneous) (Q1); Social Work (Q1)"
40;21100427164;Konstantinove Listy;journal;13378740;2,053;Q1;6;39;31;1261;41;31;1,32;32,33;Slovakia;Constantine the Philosopher University in Nitra;2015-ongoing;"History (Q1); Philosophy (Q1); Religious Studies (Q1)"
41;97151;Journal of World Prehistory;journal;15737802, 08927537;2,022;Q1;46;12;28;1563;89;26;4,31;130,25;United States;Kluwer Academic/Plenum Publishers;1987-2006, 2008-ongoing;"Archeology (Q1); Arts and Humanities (miscellaneous) (Q1)"
42;130059;Journal of Archaeological Method and Theory;journal;10725369;2,014;Q1;50;49;116;5185;338;114;2,39;105,82;United States;Plenum Publishers;1994-2002, 2005-ongoing;"Archeology (Q1); Archeology (arts and humanities) (Q1)"
43;26151;Philosophy and Phenomenological Research;journal;00318205, 19331592;1,943;Q1;33;91;240;2358;323;232;1,05;25,91;United States;Wiley-Blackwell;1970, 1988, 2006, 2008-ongoing;"History and Philosophy of Science (Q1); Philosophy (Q1)"
44;26109;Philosophical Studies;journal;00318116;1,929;Q1;58;185;564;5301;697;556;0,98;28,65;Netherlands;Kluwer Academic Publishers;1950-ongoing;Philosophy (Q1)
45;18983;Social Science and Medicine;journal;02779536;1,910;Q1;213;549;1765;27885;6219;1628;3,38;50,79;United Kingdom;Elsevier Ltd.;1967-ongoing;"Health (social science) (Q1); History and Philosophy of Science (Q1); Medicine (miscellaneous) (Q1)"
46;22478;Journal of Memory and Language;journal;10960821, 0749596X;1,893;Q1;129;102;189;6113;620;185;2,92;59,93;United States;Elsevier Inc.;1985-ongoing;"Artificial Intelligence (Q1); Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Neuropsychology and Physiological Psychology (Q1)"
47;21503;Evolution and Human Behavior;journal;10905138;1,885;Q1;102;91;200;5615;725;191;3,92;61,70;Netherlands;Elsevier BV;1997-ongoing;"Arts and Humanities (miscellaneous) (Q1); Ecology, Evolution, Behavior and Systematics (Q1); Experimental and Cognitive Psychology (Q1)"
48;31405;Journal of Archaeological Science;journal;03054403, 10959238;1,885;Q1;108;105;890;7333;2895;884;2,91;69,84;United States;Elsevier Inc.;1974-ongoing;"Archeology (Q1); Archeology (arts and humanities) (Q1); History (Q1)"
49;144971;Linguistic Inquiry;journal;00243892;1,882;Q1;62;27;69;1624;111;66;1,13;60,15;United States;MIT Press;1996, 1998-ongoing;"Language and Linguistics (Q1); Linguistics and Language (Q1)"
50;22810;British Journal of Criminology;journal;00070955, 14643529;1,828;Q1;82;63;171;3599;552;170;2,90;57,13;United Kingdom;Oxford University Press;1960-ongoing;"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Pathology and Forensic Medicine (Q1); Social Psychology (Q1)"
51;15482;Journal of Experimental Psychology: Learning Memory and Cognition;journal;02787393;1,826;Q1;142;146;425;8107;1182;413;2,35;55,53;United States;American Psychological Association;1975, 1982-ongoing;"Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
52;28979;Journal of Economic History;journal;14716372, 00220507;1,820;Q1;54;34;113;1935;176;108;1,48;56,91;United Kingdom;Cambridge University Press;1941-ongoing;"Economics and Econometrics (Q1); Economics, Econometrics and Finance (miscellaneous) (Q1); History (Q1)"
53;19600163000;Inquiry;journal;15023923, 0020174X;1,778;Q1;25;52;114;1258;106;108;0,61;24,19;United Kingdom;Routledge;1958-1976, 1978-ongoing;"Health Policy (Q1); Philosophy (Q1)"
54;22857;Political Geography;journal;09626298;1,770;Q1;86;108;185;7796;575;155;3,39;72,19;United Kingdom;Elsevier Ltd.;1983, 1992-ongoing;"Geography, Planning and Development (Q1); History (Q1); Sociology and Political Science (Q1)"
55;14062;Psychonomic Bulletin and Review;journal;10699384;1,750;Q1;133;213;597;10322;1821;589;3,06;48,46;United States;Springer New York LLC;1994-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
56;12996;IEEE Signal Processing Magazine;journal;10535888;1,747;Q1;155;99;292;3026;2456;238;7,66;30,57;United States;Institute of Electrical and Electronics Engineers;1991-1992, 1994-ongoing;"Applied Mathematics (Q1); Electrical and Electronic Engineering (Q1); Music (Q1); Signal Processing (Q1)"
57;17545;Law and Human Behavior;journal;01477307, 1573661X;1,734;Q1;87;50;169;2766;582;168;3,12;55,32;United States;American Psychological Association Inc.;1977-ongoing;"Arts and Humanities (miscellaneous) (Q1); Law (Q1); Psychiatry and Mental Health (Q1); Psychology (miscellaneous) (Q1)"
58;6500153208;Philosophical Quarterly;journal;00318094, 14679213;1,692;Q1;39;29;110;929;120;106;0,87;32,03;United Kingdom;Oxford University Press;1978, 1983, 1985, 1996-ongoing;Philosophy (Q1)
59;4000150501;TESOL Quarterly;journal;00398322;1,692;Q1;78;47;145;1860;398;139;2,61;39,57;United States;Wiley-Blackwell;1981-ongoing;"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
60;25403;Mind;journal;00264423, 14602113;1,686;Q1;47;34;100;1654;123;94;1,28;48,65;United Kingdom;Oxford University Press;1880, 1889, 1892, 1894-1895, 1900, 1923, 1925, 1929, 1941-1948, 1950-1951, 1959-1960, 1963-1965, 1967, 1970-1995, 2000-ongoing;Philosophy (Q1)
61;68623;Annual Review of Anthropology;journal;15454290, 00846570;1,657;Q1;110;25;94;3546;402;93;3,76;141,84;United States;Annual Reviews Inc.;1979-1988, 1990-1991, 1994, 1996-ongoing;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1); Cultural Studies (Q1)"
62;21933;Decision Support Systems;journal;01679236;1,656;Q1;127;122;418;6414;2075;405;4,42;52,57;Netherlands;Elsevier BV;1985-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Information Systems (Q1); Information Systems and Management (Q1); Management Information Systems (Q1)"
63;26857;International Migration Review;journal;01979183;1,641;Q1;86;48;131;2149;323;119;1,83;44,77;United States;Wiley-Blackwell;1972, 1974, 1977-ongoing;"Arts and Humanities (miscellaneous) (Q1); Demography (Q1)"
64;14852;Intelligence;journal;18737935, 01602896;1,633;Q1;80;78;332;4654;1032;308;3,16;59,67;Netherlands;Elsevier BV;1977-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q1)"
65;23145;Language Learning;journal;14679922, 00238333;1,619;Q1;85;40;151;2787;365;145;1,93;69,68;United Kingdom;Blackwell Publishing Inc.;1948-1953, 1955-1956, 1958-ongoing;"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
66;23715;Science Technology and Human Values;journal;01622439;1,596;Q1;63;38;136;2179;496;126;3,66;57,34;United States;SAGE Publications;1976-ongoing;"Anthropology (Q1); Economics and Econometrics (Q1); Engineering (miscellaneous) (Q1); Human-Computer Interaction (Q1); Philosophy (Q1); Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1)"
67;15548;European Child and Adolescent Psychiatry;journal;10188827, 1435165X;1,578;Q1;83;143;423;7270;1351;364;3,51;50,84;Germany;Dr. Dietrich Steinkopff Verlag;1992-ongoing;"Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Pediatrics, Perinatology and Child Health (Q1); Philosophy (Q1); Psychiatry and Mental Health (Q1)"
68;16000154743;Nous-Supplement: Philosophical Perspectives;journal;15208583;1,575;Q1;34;17;45;912;50;45;0,77;53,65;United Kingdom;Blackwell Publishing Inc.;1997-2009, 2014-ongoing;Philosophy (Q1)
69;19419;Computers in Human Behavior;journal;07475632;1,555;Q1;137;700;2185;43028;10560;2138;4,51;61,47;United Kingdom;Elsevier Ltd.;1985-ongoing;"Arts and Humanities (miscellaneous) (Q1); Human-Computer Interaction (Q1); Psychology (miscellaneous) (Q1)"
70;15481;Journal of Experimental Psychology: Human Perception and Performance;journal;00961523;1,543;Q1;136;153;504;8365;1298;493;2,39;54,67;United States;American Psychological Association;1975-ongoing;"Arts and Humanities (miscellaneous) (Q1); Behavioral Neuroscience (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1)"
71;14400;European Journal of Communication;journal;02673231;1,519;Q1;51;31;114;1231;258;110;2,11;39,71;United States;SAGE Publications;1986-ongoing;"Communication (Q1); Language and Linguistics (Q1)"
72;24377;Social Studies of Science;journal;03063127;1,516;Q1;78;43;130;2961;486;127;3,22;68,86;United States;SAGE Publications;1971-ongoing;"History (Q1); History and Philosophy of Science (Q1); Social Sciences (miscellaneous) (Q1)"
73;3900148216;Studies in Second Language Acquisition;journal;02722631;1,516;Q1;51;34;84;2021;223;81;3,17;59,44;United Kingdom;Cambridge University Press;1978-1995, 2005-ongoing;"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
74;4700152618;Erkenntnis;journal;01650106;1,502;Q1;31;81;345;2626;349;326;0,93;32,42;Netherlands;Reidel;1919-1921, 1924-1925, 1928-1932, 1934-1936, 1939, 1975-2002, 2004, 2006-ongoing;"Logic (Q1); Philosophy (Q1)"
75;5700156763;Teachers and Teaching: Theory and Practice;journal;13540602, 14701278;1,497;Q1;44;64;181;3214;392;159;2,39;50,22;United Kingdom;Carfax Publishing Ltd.;1995-ongoing;"Arts and Humanities (miscellaneous) (Q1); Education (Q1)"
76;27562;Archives of Sexual Behavior;journal;15732800, 00040002;1,493;Q1;95;252;596;11839;1784;533;3,16;46,98;United States;Kluwer Academic/Plenum Publishers;1971-ongoing;"Arts and Humanities (miscellaneous) (Q1); Psychology (miscellaneous) (Q1)"
77;27343;Journal of Ethnic and Migration Studies;journal;14699451, 1369183X;1,486;Q1;75;168;367;8355;842;355;2,20;49,73;United Kingdom;Carfax Publishing Ltd.;1971-ongoing;"Arts and Humanities (miscellaneous) (Q1); Demography (Q1)"
78;15330;Thinking and Reasoning;journal;14640708, 13546783;1,476;Q1;35;21;70;1180;200;66;2,74;56,19;United Kingdom;Taylor & Francis;1995, 2003-ongoing;"Experimental and Cognitive Psychology (Q1); Philosophy (Q1); Psychology (miscellaneous) (Q1)"
79;32383;Cultural Anthropology;journal;08867356;1,475;Q1;65;35;107;1430;203;102;1,76;40,86;United States;American Anthropological Association;1996-ongoing;"Anthropology (Q1); Arts and Humanities (miscellaneous) (Q1)"
80;19700170231;Criminology & Public Policy;journal;17459133, 15386473;1,473;Q1;24;75;178;2771;337;144;2,44;36,95;United Kingdom;Blackwell Publishing;2012-ongoing;"Literature and Literary Theory (Q1); Public Administration (Q1)"
81;12164;Brain and Language;journal;0093934X;1,472;Q1;110;112;269;7527;815;260;2,90;67,21;United States;Elsevier Inc.;1974-ongoing;"Experimental and Cognitive Psychology (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Speech and Hearing (Q1); Cognitive Neuroscience (Q2)"
82;23144;Language in Society;journal;14698013, 00474045;1,466;Q1;57;28;74;1477;169;71;1,90;52,75;United Kingdom;Cambridge University Press;1972-ongoing;"Language and Linguistics (Q1); Linguistics and Language (Q1); Sociology and Political Science (Q1)"
83;25004;Natural Language and Linguistic Theory;journal;0167806X, 15730859;1,451;Q1;45;30;123;2014;123;119;1,11;67,13;Netherlands;Kluwer Academic Publishers;1983-2001, 2003-ongoing;"Language and Linguistics (Q1); Linguistics and Language (Q1)"
84;18697;Theory and Society;journal;15737853, 03042421;1,450;Q1;67;21;71;2156;179;71;1,43;102,67;Netherlands;Kluwer Academic Publishers;1974-ongoing;"History (Q1); Sociology and Political Science (Q1)"
85;5000157803;Bilingualism;journal;14691841, 13667289;1,446;Q1;46;99;220;4606;508;187;2,62;46,53;United Kingdom;Cambridge University Press;2005-ongoing;"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
86;17500155105;Emotion Review;journal;17540739;1,436;Q1;54;51;207;2464;555;193;2,98;48,31;United Kingdom;SAGE Publications;2009-ongoing;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Social Psychology (Q1)"
87;144636;Linguistics and Philosophy;journal;01650157;1,429;Q1;43;21;48;1005;63;45;1,33;47,86;Netherlands;D. Reidel Pub. Co.;1977-2002, 2005-ongoing;"Linguistics and Language (Q1); Philosophy (Q1)"
88;4700152270;State Politics and Policy Quarterly;journal;15324400;1,422;Q1;33;21;65;1059;107;62;1,65;50,43;United States;SAGE Publications Inc.;2001-ongoing;"Arts and Humanities (miscellaneous) (Q1); Political Science and International Relations (Q1)"
89;100147024;Qualitative Research;journal;14687941;1,421;Q1;63;47;133;1901;382;127;3,10;40,45;United States;SAGE Publications;2001-ongoing;"History and Philosophy of Science (Q1); Social Sciences (miscellaneous) (Q1)"
90;16249;Journal of Behavior Therapy and Experimental Psychiatry;journal;00057916;1,420;Q1;66;106;268;4804;743;266;2,66;45,32;United Kingdom;Elsevier Ltd.;1970-ongoing;"Arts and Humanities (miscellaneous) (Q1); Clinical Psychology (Q1); Experimental and Cognitive Psychology (Q1); Psychiatry and Mental Health (Q1)"
91;12029;Applied Psychology;journal;0269994X;1,406;Q1;79;26;79;2214;256;76;3,08;85,15;United Kingdom;Blackwell Publishing Inc.;1955, 1961-1992, 1996-ongoing;"Applied Psychology (Q1); Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1)"
92;96592;Journal of Agrarian Change;journal;14710366, 14710358;1,403;Q1;48;43;92;2531;214;89;2,43;58,86;United Kingdom;Blackwell Publishing Inc.;2001-ongoing;"Anthropology (Q1); Archeology (Q1); Archeology (arts and humanities) (Q1); Global and Planetary Change (Q1)"
93;30084;Journal of Sex Research;journal;00224499;1,400;Q1;92;100;269;6362;881;264;2,97;63,62;United Kingdom;Taylor & Francis;1965-ongoing;"Gender Studies (Q1); History and Philosophy of Science (Q1); Psychology (miscellaneous) (Q1); Sociology and Political Science (Q1)"
94;100147345;Journal of Sociolinguistics;journal;13606441;1,388;Q1;42;29;86;1586;196;83;1,93;54,69;United Kingdom;Blackwell Publishing Inc.;2004-ongoing;"History and Philosophy of Science (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1); Philosophy (Q1); Sociology and Political Science (Q1)"
95;21447;Journal of English for Academic Purposes;journal;14751585;1,382;Q1;45;40;125;1691;230;110;1,81;42,28;United Kingdom;Elsevier Ltd.;2002-ongoing;"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
96;12061;Memory and Cognition;journal;0090502X, 15325946;1,379;Q1;112;103;297;5333;711;296;1,98;51,78;United States;Springer New York LLC;1973-ongoing;"Arts and Humanities (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q1); Medicine (miscellaneous) (Q1); Neuropsychology and Physiological Psychology (Q1)"
97;5700176815;Journalism;journal;14648849, 17413001;1,366;Q1;51;78;186;4021;394;184;2,03;51,55;United States;SAGE Publications;2000-ongoing;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1)"
98;22614;Research in the Teaching of English;journal;0034527X;1,363;Q1;33;24;72;902;139;70;2,09;37,58;United States;National Council of Teachers of English;1996-2001, 2004-ongoing;"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
99;14000155855;International Multilingual Research Journal;journal;19313160, 19313152;1,349;Q1;15;19;56;1052;106;53;2,06;55,37;United Kingdom;Routledge;2010-ongoing;"Education (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
100;91941;World Archaeology;journal;14701375, 00438243;1,349;Q1;60;53;154;3228;310;133;2,24;60,91;United Kingdom;Routledge;1969-ongoing;"Archeology (Q1); Archeology (arts and humanities) (Q1); Earth and Planetary Sciences (miscellaneous) (Q1)"
101;144747;Computer Assisted Language Learning;journal;09588221;1,343;Q1;39;47;132;2356;328;126;2,26;50,13;United Kingdom;Taylor & Francis;1990-1995, 2005-ongoing;"Computer Science Applications (Q1); Language and Linguistics (Q1); Linguistics and Language (Q1)"
102;12853;Communication Monographs;journal;03637751;1,341;Q1;58;28;72;1685;184;69;2,27;60,18;United Kingdom;Routledge;1976-ongoing;"Communication (Q1); Language and Linguistics (Q1)"
103;13466;Psychological Research;journal;14302772, 03400727;1,332;Q1;68;148;238;5178;610;234;2,12;34,99;Germany;Springer Verlag;1974-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q2)"
104;29424;Acta Psychologica;journal;00016918;1,331;Q1;88;121;454;5972;1031;452;2,00;49,36;Netherlands;Elsevier BV;1936-1937, 1939, 1941, 1949-1951, 1953-1955, 1957-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Medicine (miscellaneous) (Q1); Experimental and Cognitive Psychology (Q2)"
105;22370;Public Understanding of Science;journal;09636625;1,318;Q1;66;72;218;3335;635;207;2,39;46,32;United States;SAGE Publications;1992-ongoing;"Arts and Humanities (miscellaneous) (Q1); Communication (Q1); Developmental and Educational Psychology (Q1)"
106;12858;Cognition and Emotion;journal;02699931, 14640600;1,314;Q1;113;162;343;6525;870;334;2,31;40,28;United Kingdom;Taylor & Francis;1987-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Experimental and Cognitive Psychology (Q2)"
107;12163;Brain and Cognition;journal;10902147, 02782626;1,308;Q1;111;105;322;6592;892;310;2,63;62,78;United States;Elsevier Inc.;1982-ongoing;"Arts and Humanities (miscellaneous) (Q1); Developmental and Educational Psychology (Q1); Cognitive Neuroscience (Q2); Experimental and Cognitive Psychology (Q2); Neuropsychology and Physiological Psychology (Q2)"
